,Age,Gender,Education Level,Job Title,Years of Experience,Salary
6286,26.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0
6287,31.0,Female,PhD,Marketing Manager,6.0,75000.0
6288,27.0,Male,High School,Sales Executive,2.0,40000.0
6289,43.0,Female,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
6290,28.0,Male,Master's Degree,Sales Representative,2.0,40000.0
6291,46.0,Female,PhD,Senior Product Marketing Manager,16.0,160000.0
6292,33.0,Male,Bachelor's Degree,Junior Sales Representative,4.0,55000.0
6293,39.0,Female,Master's Degree,Director of Marketing,10.0,100000.0
6294,25.0,Male,High School,Sales Associate,1.0,35000.0
6295,41.0,Female,Bachelor's Degree,Sales Manager,8.0,80000.0
6296,35.0,Male,PhD,Marketing Manager,7.0,90000.0
6297,23.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0
6298,42.0,Male,Master's Degree,Financial Manager,13.0,130000.0
6300,32.0,Male,Master's Degree,Content Marketing Manager,5.0,70000.0
6301,27.0,Female,High School,Sales Representative,3.0,40000.0
6303,36.0,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000.0
6304,48.0,Male,Master's Degree,Director of Marketing,18.0,180000.0
6305,31.0,Female,High School,Sales Associate,2.0,40000.0
6306,29.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
6307,45.0,Female,PhD,Financial Manager,12.0,120000.0
6308,25.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0
6309,37.0,Female,Bachelor's Degree,Marketing Manager,7.0,90000.0
6310,23.0,Male,High School,Sales Executive,1.0,35000.0
6311,41.0,Female,Bachelor's Degree,Content Marketing Manager,11.0,110000.0
6312,26.0,Male,Master's Degree,Sales Representative,3.0,45000.0
6313,33.0,Female,PhD,Senior Product Marketing Manager,5.0,70000.0
6314,28.0,Male,Bachelor's Degree,Junior Sales Representative,1.0,30000.0
6315,42.0,Female,Master's Degree,Director of Marketing,13.0,130000.0
6316,27.0,Male,High School,Financial Manager,4.0,60000.0
6317,50.0,Female,Bachelor's Degree,Sales Manager,15.0,150000.0
6318,35.0,Male,PhD,Marketing Manager,8.0,80000.0
6319,24.0,Female,Bachelor's Degree,Sales Executive,1.0,35000.0
6320,46.0,Male,Master's Degree,Content Marketing Manager,16.0,160000.0
6321,29.0,Female,High School,Sales Representative,2.0,40000.0
6323,31.0,Female,Bachelor's Degree,Junior Sales Representative,3.0,40000.0
6325,25.0,Female,High School,Sales Associate,1.0,35000.0
6326,39.0,Male,Bachelor's Degree,Sales Director,10.0,100000.0
6327,33.0,Female,PhD,Financial Manager,5.0,70000.0
6328,27.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0
6329,43.0,Female,Bachelor's Degree,Marketing Manager,12.0,120000.0
6330,28.0,Male,High School,Sales Executive,2.0,40000.0
6331,31.0,Male,Bachelor's Degree,Sales Associate,3.0,50000.0
6332,46.0,Female,Master's Degree,Marketing Manager,14.0,140000.0
6334,38.0,Female,Bachelor's Degree,Financial Manager,10.0,100000.0
6335,24.0,Male,PhD,Digital Marketing Manager,1.0,30000.0
6336,33.0,Female,Master's Degree,Content Marketing Manager,6.0,75000.0
6337,29.0,Male,High School,Sales Representative,2.0,40000.0
6338,50.0,Female,Bachelor's Degree,Sales Manager,18.0,180000.0
6339,35.0,Male,PhD,Senior Product Marketing Manager,8.0,80000.0
6341,41.0,Male,Master's Degree,Director of Marketing,12.0,120000.0
6342,26.0,Female,High School,Financial Manager,3.0,45000.0
6343,32.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0
6344,27.0,Female,PhD,Marketing Manager,4.0,55000.0
6345,43.0,Male,Master's Degree,Content Marketing Manager,16.0,160000.0
6346,28.0,Female,Bachelor's Degree,Sales Representative,2.0,40000.0
6348,31.0,Female,High School,Junior Sales Representative,3.0,40000.0
6351,39.0,Male,Bachelor's Degree,Sales Manager,11.0,110000.0
6352,33.0,Female,PhD,Financial Manager,6.0,75000.0
6356,50.0,Female,Master's Degree,Content Marketing Manager,15.0,150000.0
6357,36.0,Male,Bachelor's Degree,Sales Representative,5.0,70000.0
6358,48.0,Female,PhD,Senior Product Marketing Manager,19.0,190000.0
6359,31.0,Male,High School,Junior Sales Representative,3.0,40000.0
6360,29.0,Female,Bachelor's Degree,Sales Director,6.0,75000.0
6361,45.0,Male,Master's Degree,Director of Marketing,14.0,140000.0
6364,35.0,Female,PhD,Marketing Manager,8.0,80000.0
6365,23.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0
6366,42.0,Female,Master's Degree,Sales Manager,13.0,130000.0
6367,26.0,Male,High School,Digital Marketing Manager,2.0,40000.0
6368,32.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0
6369,27.0,Male,PhD,Sales Representative,4.0,55000.0
6370,50.0,Female,Master's Degree,Senior Product Marketing Manager,18.0,180000.0
6371,36.0,Male,Bachelor's Degree,Junior Sales Representative,3.0,45000.0
6372,48.0,Female,PhD,Director of Marketing,19.0,190000.0
6373,31.0,Male,High School,Sales Associate,3.0,50000.0
6374,29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
6375,45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
6376,25.0,Female,High School,Sales Executive,1.0,35000.0
6377,41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0
6378,35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
6379,23.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
6380,42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
6381,26.0,Male,High School,Sales Manager,2.0,40000.0
6382,32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
6383,27.0,Male,PhD,Marketing Manager,4.0,55000.0
6384,50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
6385,36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
6386,48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
6456,37.0,Male,Master's Degree,Marketing Manager,11.0,110000.0
6457,26.0,Female,Bachelor's Degree,Sales Representative,2.0,40000.0
6458,42.0,Male,PhD,Content Marketing Manager,15.0,150000.0
6459,33.0,Female,High School,Sales Executive,4.0,55000.0
6460,29.0,Male,Bachelor's Degree,Sales Manager,5.0,70000.0
6461,45.0,Female,Master's Degree,Director of Marketing,16.0,160000.0
6462,24.0,Male,High School,Sales Associate,1.0,35000.0
6463,39.0,Female,Bachelor's Degree,Financial Manager,10.0,100000.0
6464,31.0,Male,PhD,Senior Product Marketing Manager,7.0,90000.0
6465,27.0,Female,Master's Degree,Digital Marketing Manager,3.0,50000.0
6466,43.0,Male,Bachelor's Degree,Content Marketing Manager,14.0,140000.0
6467,28.0,Female,High School,Sales Representative,2.0,40000.0
6468,50.0,Male,PhD,Marketing Manager,18.0,180000.0
6469,35.0,Female,Bachelor's Degree,Sales Executive,7.0,90000.0
6470,23.0,Male,Bachelor's Degree,Sales Manager,1.0,35000.0
6471,41.0,Female,Master's Degree,Director of Marketing,12.0,120000.0
6472,26.0,Male,High School,Financial Manager,3.0,45000.0
6473,32.0,Female,Bachelor's Degree,Sales Director,8.0,80000.0
6475,50.0,Female,Master's Degree,Content Marketing Manager,18.0,180000.0
6476,36.0,Male,Bachelor's Degree,Sales Representative,6.0,75000.0
6479,29.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0
6480,45.0,Male,Master's Degree,Director of Marketing,15.0,150000.0
6580,38.0,Male,Master's Degree,Marketing Manager,12.0,120000.0
6581,27.0,Female,Bachelor's Degree,Sales Representative,3.0,45000.0
6582,43.0,Male,PhD,Content Marketing Manager,16.0,160000.0
6583,34.0,Female,High School,Sales Executive,5.0,70000.0
6584,30.0,Male,Bachelor's Degree,Sales Manager,6.0,75000.0
6585,46.0,Female,Master's Degree,Director of Marketing,17.0,170000.0
6587,40.0,Female,Bachelor's Degree,Financial Manager,11.0,110000.0
6588,32.0,Male,PhD,Senior Product Marketing Manager,8.0,80000.0
6589,28.0,Female,Master's Degree,Digital Marketing Manager,4.0,55000.0
6590,44.0,Male,Bachelor's Degree,Content Marketing Manager,15.0,150000.0
6592,51.0,Male,PhD,Marketing Manager,19.0,190000.0
6593,36.0,Female,Bachelor's Degree,Sales Executive,8.0,80000.0
6594,24.0,Male,Bachelor's Degree,Sales Manager,1.0,35000.0
6596,27.0,Male,High School,Financial Manager,3.0,45000.0
6597,33.0,Female,Bachelor's Degree,Sales Director,7.0,90000.0
6598,28.0,Male,PhD,Marketing Manager,4.0,55000.0
6599,51.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
6600,37.0,Male,Bachelor's Degree,Sales Representative,7.0,90000.0
6601,49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0
6602,32.0,Male,High School,Junior Sales Representative,3.0,40000.0
6603,30.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0
6604,46.0,Male,Master's Degree,Director of Marketing,16.0,160000.0
6605,26.0,Female,High School,Sales Associate,1.0,35000.0
6606,42.0,Male,Bachelor's Degree,Financial Manager,13.0,130000.0
6607,36.0,Female,PhD,Marketing Manager,9.0,95000.0
6608,24.0,Male,Bachelor's Degree,Sales Executive,1.0,35000.0
6609,43.0,Female,Master's Degree,Sales Manager,14.0,140000.0
6610,27.0,Male,High School,Digital Marketing Manager,2.0,40000.0
6611,33.0,Female,Bachelor's Degree,Content Marketing Manager,7.0,90000.0
6612,28.0,Male,PhD,Sales Representative,4.0,55000.0
6613,51.0,Female,Master's Degree,Senior Product Marketing Manager,19.0,190000.0
6614,37.0,Male,Bachelor's Degree,Junior Sales Representative,6.0,75000.0
6615,49.0,Female,PhD,Director of Marketing,20.0,200000.0
6616,32.0,Male,High School,Sales Associate,3.0,50000.0
6617,30.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
6618,46.0,Male,Master's Degree,Marketing Manager,14.0,140000.0
6619,26.0,Female,High School,Sales Executive,1.0,35000.0
6620,42.0,Male,Bachelor's Degree,Content Marketing Manager,13.0,130000.0
6621,36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0
6622,24.0,Male,Bachelor's Degree,Sales Representative,1.0,35000.0
6623,43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0
6624,27.0,Male,High School,Sales Manager,2.0,40000.0
6625,33.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0
6628,37.0,Male,Bachelor's Degree,Sales Director,7.0,90000.0
6631,30.0,Female,Bachelor's Degree,Sales Manager,5.0,70000.0
